horse,trial_date,race_date,gap_days,trial_dist,race_dist,dist_match,trial_sentiment,concealed,won_trial,improver,trial_finish_pct,race_place,race_n,race_finish_pct,race_win,race_top3,race_top_half
SMILING FALCON,2025-11-18,2025-12-14,26,1000,1400,False,+,True,False,False,0.5454545454545454,3,14,0.21428571428571427,0,1,1
BLASTED TALENT,2025-11-18,2025-12-27,39,1000,1400,False,+,False,False,False,0.6363636363636364,9,14,0.6428571428571429,0,0,0
EXCEPTIONAL SANTOS,2025-11-18,2025-12-27,39,1000,1200,True,-,False,False,True,0.7272727272727273,14,14,1.0,0,0,0
GREAT LEGACY,2025-11-18,2025-12-23,35,1000,1650,False,-,False,False,True,0.9090909090909091,12,12,1.0,0,0,0
AQUAMAN,2025-11-18,2025-11-30,12,1000,1000,True,++,False,True,True,0.09090909090909091,12,14,0.8571428571428571,0,0,0
CONCORDE STAR,2025-11-18,2025-12-23,35,1000,1200,True,++,True,False,True,0.18181818181818182,1,12,0.08333333333333333,1,1,1
MAGIC COSMOS,2025-11-18,2025-12-03,15,1000,1200,True,+,False,False,True,0.2727272727272727,12,12,1.0,0,0,0
SO MY FOLKS,2025-11-18,2025-12-20,32,1000,1000,True,+,False,False,False,0.36363636363636365,12,14,0.8571428571428571,0,0,0
BRILLIANT FIRE,2025-11-18,2025-11-26,8,1000,1200,True,-,False,False,True,0.45454545454545453,9,12,0.75,0,0,0
CIRCUIT CENTURY,2025-11-18,2025-12-27,39,1000,1400,False,-,False,False,True,0.6363636363636364,9,14,0.6428571428571429,0,0,0
SPEEDY TRIDENT,2025-11-18,2025-12-03,15,1000,1200,True,+,False,False,False,0.7272727272727273,9,12,0.75,0,0,0
GASTRONOMIQUE,2025-11-18,2025-12-07,19,1000,1200,True,0,False,False,True,0.8181818181818182,6,12,0.5,0,0,1
THUNDER KIT,2025-11-18,2025-12-27,39,800,1000,True,++,False,True,False,0.125,9,14,0.6428571428571429,0,0,0
FLYING AMANI,2025-11-18,2025-12-27,39,800,1200,False,0,False,False,False,0.75,11,14,0.7857142857142857,0,0,0
NUMBERS,2025-11-18,2025-12-10,22,1600,1800,True,++,False,True,True,0.08333333333333333,3,12,0.25,0,1,1
PEARL OF PANG'S,2025-11-18,2025-11-30,12,1600,1600,True,+,False,False,True,0.16666666666666666,13,14,0.9285714285714286,0,0,0
SOMELOVEFROMABOVE,2025-11-18,2025-11-26,8,1600,1200,False,+,False,False,True,0.25,1,12,0.08333333333333333,1,1,1
GHORGAN,2025-11-18,2025-12-07,19,1600,1400,True,+,False,False,False,0.4166666666666667,4,14,0.2857142857142857,0,0,1
AERODYNAMICS,2025-11-18,2026-01-01,44,1600,1200,False,0,False,False,False,0.5833333333333334,5,14,0.35714285714285715,0,0,1
JOYFUL PROSPERITY,2025-11-18,2025-11-30,12,1600,1600,True,+,False,False,False,0.6666666666666666,12,14,0.8571428571428571,0,0,0
SILVER UP,2025-11-18,2025-11-30,12,1600,1600,True,0,False,False,False,0.75,9,14,0.6428571428571429,0,0,0
LUCKY TOGETHER,2025-11-18,2025-12-07,19,1600,1400,True,0,False,False,False,0.8333333333333334,14,14,1.0,0,0,0
FURY AND GOLD,2025-11-18,2025-12-03,15,1600,1800,True,-,False,False,False,0.9166666666666666,8,12,0.6666666666666666,0,0,0
MEGA FORCE,2025-11-18,2025-12-03,15,1600,2200,False,-,False,False,False,1.0,12,12,1.0,0,0,0
FUN N FUN TOGETHER,2025-11-18,2025-11-30,12,1200,1200,True,++,False,True,False,0.1,8,12,0.6666666666666666,0,0,0
MASTER TRILLION,2025-11-18,2025-11-30,12,1200,1600,False,+,False,False,True,0.2,14,15,0.9333333333333333,0,0,0
LIGHTNESS OF MUSIC,2025-11-18,2025-11-30,12,1200,1200,True,++,True,False,False,0.3,11,13,0.8461538461538461,0,0,0
ICONICAL,2025-11-18,2025-11-26,8,1200,1200,True,++,False,False,False,0.4,8,12,0.6666666666666666,0,0,0
I EXCELLE,2025-11-18,2025-12-27,39,1200,1200,True,-,False,False,False,0.6,6,14,0.42857142857142855,0,0,1
PERFECTDAY,2025-11-18,2025-12-17,29,1200,1200,True,0,False,False,False,0.8,1,12,0.08333333333333333,1,1,1
RAGING RAPIDS,2025-11-18,2025-11-23,5,1200,1400,True,+,False,False,False,0.9,9,14,0.6428571428571429,0,0,0
MACANESE MASTER,2025-11-18,2025-12-17,29,1200,1000,True,++,False,True,False,0.1,1,13,0.07692307692307693,1,1,1
COLOURFUL WINNER,2025-11-18,2025-11-30,12,1200,1400,True,+,False,False,False,0.2,4,14,0.2857142857142857,0,0,1
ALLCASH,2025-11-18,2025-11-26,8,1200,1650,False,+,False,False,True,0.3,1,12,0.08333333333333333,1,1,1
SONIC PURSUIT,2025-11-18,2025-11-26,8,1200,1200,True,+,False,False,False,0.4,4,12,0.3333333333333333,0,0,1
GOLDEN TRIUMPH,2025-11-18,2025-11-30,12,1200,1200,True,++,False,False,False,0.5,9,12,0.75,0,0,0
RAINBOW WARRIOR,2025-11-18,2026-01-11,54,1200,1400,True,0,False,False,True,0.7,13,14,0.9285714285714286,0,0,0
COLONEL,2025-11-18,2025-11-30,12,1200,1400,True,0,False,False,False,0.8,14,14,1.0,0,0,0
LOVEISINTHEAIR,2025-11-18,2025-12-27,39,1200,1200,True,-,False,False,True,1.0,13,14,0.9285714285714286,0,0,0
SUPERB CAPITALIST,2025-11-18,2025-11-30,12,1050,1000,True,++,False,True,False,0.2,14,14,1.0,0,0,0
THE ALL ROUNDER,2025-11-18,2025-12-07,19,1050,1200,True,+,False,False,True,0.4,11,12,0.9166666666666666,0,0,0
MIGHTY MASTS,2025-11-18,2026-01-01,44,1050,1200,True,0,False,False,False,0.6,2,14,0.14285714285714285,0,1,1
INVINCIBLE SAGE,2025-11-18,2025-11-30,12,1050,1000,True,-,False,False,False,0.8,12,14,0.8571428571428571,0,0,0
SPICY SPEEDY,2025-11-18,2025-12-20,32,1050,1000,True,-,False,False,True,1.0,2,14,0.14285714285714285,0,1,1
BOTTOMUPTOGETHER,2025-11-20,2025-12-07,17,1200,1200,True,++,False,True,False,0.16666666666666666,6,12,0.5,0,0,1
TALENTS AMBITION,2025-11-20,2025-11-30,10,1200,1600,False,+,False,False,True,0.3333333333333333,10,14,0.7142857142857143,0,0,0
MUST GO,2025-11-20,2025-11-30,10,1200,1200,True,+,False,False,True,0.5,5,12,0.4166666666666667,0,0,1
LO RIDER,2025-11-20,2025-11-30,10,1200,1600,False,+,False,False,False,0.6666666666666666,9,14,0.6428571428571429,0,0,0
JOKER ORBIT,2025-11-20,2025-12-07,17,1200,1000,True,-,False,False,True,0.8333333333333334,10,14,0.7142857142857143,0,0,0
LUCKY XANDER,2025-11-20,2025-12-03,13,1200,1000,True,-,False,False,True,1.0,9,12,0.75,0,0,0
EVER LUCK,2025-11-20,2025-11-30,10,1200,1200,True,++,False,True,False,0.1111111111111111,2,12,0.16666666666666666,0,1,1
SUPER JOY N FUN,2025-11-20,2025-11-30,10,1200,1200,True,++,True,False,True,0.2222222222222222,3,12,0.25,0,1,1
MONTA FRUTTA,2025-11-20,2025-12-14,24,1200,1200,True,+,False,False,False,0.3333333333333333,7,15,0.4666666666666667,0,0,1
GRAND MASTERMIND,2025-11-20,2025-12-27,37,1200,1200,True,0,False,False,False,0.5555555555555556,14,14,1.0,0,0,0
SIX THREE WIN,2025-11-20,2025-12-03,13,1200,1000,True,-,False,False,True,0.6666666666666666,12,12,1.0,0,0,0
ZETA HEDGE,2025-11-20,2025-12-10,20,1200,1000,True,-,False,False,False,0.7777777777777778,12,12,1.0,0,0,0
SUPREME FEELING,2025-11-20,2026-01-01,42,1200,1200,True,0,False,False,True,,8,14,0.5714285714285714,0,0,0
SUPREME SEA,2025-11-20,2026-01-04,45,1200,1200,True,++,False,True,False,0.125,1,12,0.08333333333333333,1,1,1
DAY DAY VICTORY,2025-11-20,2025-11-30,10,1200,1200,True,+,False,False,False,0.25,1,12,0.08333333333333333,1,1,1
GOOD CHAP,2025-11-20,2025-12-20,30,1200,1200,True,-,False,False,False,0.375,4,12,0.3333333333333333,0,0,1
CHEER FOR SOUTH,2025-11-20,2025-12-03,13,1200,1000,True,++,False,False,True,0.5,9,12,0.75,0,0,0
DASHING MAURISON,2025-11-20,2025-11-26,6,1200,1200,True,0,False,False,True,0.625,9,12,0.75,0,0,0
SMART BEAUTY,2025-11-20,2025-12-27,37,1200,1800,False,+,False,False,True,0.75,11,14,0.7857142857142857,0,0,0
SOMETHING JONAH,2025-11-20,2025-12-20,30,1200,1400,True,-,False,False,False,1.0,5,14,0.35714285714285715,0,0,1
YOUNG CHAMPION,2025-11-21,2025-11-30,9,1200,1600,False,++,False,True,False,0.16666666666666666,7,14,0.5,0,0,1
NEW FOREST,2025-11-21,2025-12-07,16,1200,1650,False,+,False,False,True,0.3333333333333333,4,14,0.2857142857142857,0,0,1
TACTICAL VICTORY,2025-11-21,2025-12-07,16,1200,1000,True,+,False,False,False,0.5,13,14,0.9285714285714286,0,0,0
SON PAK FU,2025-11-21,2025-12-20,29,1200,1200,True,+,False,False,False,0.6666666666666666,8,12,0.6666666666666666,0,0,0
CHARITY GAIN,2025-11-21,2025-12-03,12,1200,1800,False,-,False,False,False,0.8333333333333334,5,12,0.4166666666666667,0,0,1
WIN BEAUTY VIVA,2025-11-21,2026-01-11,51,1200,1600,False,-,False,False,False,1.0,7,14,0.5,0,0,1
JOY OF SPRING,2025-11-21,2025-12-03,12,1200,1800,False,++,False,True,True,0.125,1,12,0.08333333333333333,1,1,1
LIM'S SHAVANO,2025-11-21,2025-12-23,32,1200,1200,True,+,False,False,False,0.25,7,12,0.5833333333333334,0,0,0
M M CONCORD,2025-11-21,2026-01-01,41,1200,1200,True,++,False,False,True,0.375,14,14,1.0,0,0,0
STARRY SHOW,2025-11-21,2025-12-07,16,1200,1000,True,+,False,False,False,0.5,11,14,0.7857142857142857,0,0,0
RYUI KOKOROE,2025-11-21,2025-12-03,12,1200,1000,True,+,False,False,False,0.625,7,12,0.5833333333333334,0,0,0
HOTT SHOTT,2025-11-21,2026-01-11,51,1200,1600,False,0,False,False,False,0.75,14,14,1.0,0,0,0
MICKLEY,2025-11-21,2025-11-30,9,1200,1600,False,+,False,False,False,0.875,8,14,0.5714285714285714,0,0,0
KING OF SELECTION,2025-11-21,2026-01-11,51,1200,1400,True,-,False,False,True,1.0,13,14,0.9285714285714286,0,0,0
WITHALLMYFAITH,2025-11-21,2025-11-30,9,1200,1600,False,++,True,True,True,0.125,3,15,0.2,0,1,1
SOLO LEVELLING,2025-11-21,2025-12-07,16,1200,1200,True,+,False,False,False,0.25,12,12,1.0,0,0,0
JOY CAPITAL,2025-11-21,2025-11-30,9,1200,1200,True,+,False,False,False,0.375,11,12,0.9166666666666666,0,0,0
ETERNAL RICHNESS,2025-11-21,2025-12-20,29,1200,1200,True,+,False,False,False,0.5,11,12,0.9166666666666666,0,0,0
SPEEDY PATCH,2025-11-21,2026-01-01,41,1200,1200,True,0,False,False,True,0.75,9,14,0.6428571428571429,0,0,0
SALUTE KING PRAWN,2025-11-21,2025-12-07,16,1200,1400,True,-,False,False,True,0.875,12,14,0.8571428571428571,0,0,0
DAILY TROPHY,2025-11-21,2025-12-07,16,1200,1200,True,+,False,False,False,1.0,5,12,0.4166666666666667,0,0,1
JOLLY COMPANION,2025-11-21,2025-12-07,16,1200,1200,True,++,False,True,False,0.1111111111111111,8,12,0.6666666666666666,0,0,0
NAMJONG KINGDOM,2025-11-21,2025-12-20,29,1200,1600,False,+,False,False,True,0.2222222222222222,8,14,0.5714285714285714,0,0,0
STORMY KNIGHT,2025-11-21,2025-12-14,23,1200,1200,True,+,False,False,True,0.3333333333333333,11,15,0.7333333333333333,0,0,0
YEUX DE LIFELINE,2025-11-21,2026-01-11,51,1200,1200,True,+,False,False,False,0.4444444444444444,7,12,0.5833333333333334,0,0,0
POWER PATCH,2025-11-21,2026-01-01,41,1200,1200,True,0,False,False,True,0.5555555555555556,11,14,0.7857142857142857,0,0,0
RISING ELITE,2025-11-21,2025-12-27,36,1200,1650,False,0,False,False,True,0.7777777777777778,9,14,0.6428571428571429,0,0,0
ONE AND ONLY,2025-11-21,2025-12-17,26,1200,1200,True,++,False,True,True,0.125,10,12,0.8333333333333334,0,0,0
FIGHT TIME,2025-11-21,2025-12-20,29,1200,1400,True,+,False,False,False,0.25,13,14,0.9285714285714286,0,0,0
BLOSSOMY,2025-11-21,2026-01-18,58,1200,1600,False,+,False,False,True,0.375,13,14,0.9285714285714286,0,0,0
REWARDING BUDDY,2025-11-21,2025-12-03,12,1200,1200,True,+,False,False,True,0.5,2,12,0.16666666666666666,0,1,1
APPEALING CITY,2025-11-21,2025-12-07,16,1200,1400,True,0,False,False,False,0.75,13,14,0.9285714285714286,0,0,0
TEAM HAPPY,2025-11-21,2025-11-30,9,1200,1400,True,+,False,False,True,0.875,8,14,0.5714285714285714,0,0,0
CONSPIRACY WITNESS,2025-11-21,2025-11-30,9,1200,1600,False,-,False,False,True,1.0,11,14,0.7857142857142857,0,0,0
WINNING CIGAR,2025-11-21,2025-11-30,9,1000,1200,True,+,False,False,True,0.3,9,12,0.75,0,0,0
SOLID CAR,2025-11-21,2025-12-20,29,1000,1200,True,++,False,False,False,0.4,3,12,0.25,0,1,1
GREAT STATE,2025-11-21,2025-12-03,12,1000,1200,True,+,False,False,True,0.5,10,12,0.8333333333333334,0,0,0
TACTICAL COMMAND,2025-11-21,2025-11-26,5,1000,1200,True,0,False,False,False,0.6,6,12,0.5,0,0,1
PERFECT TEAM,2025-11-21,2025-12-27,36,1000,1650,False,+,False,False,False,0.7,12,14,0.8571428571428571,0,0,0
WITHOUT COMPARE,2025-11-21,2026-01-11,51,1000,1400,False,-,False,False,True,0.8,3,14,0.21428571428571427,0,1,1
GENERAL REDWOOD,2025-11-21,2025-12-27,36,1000,1200,True,-,False,False,True,1.0,10,14,0.7142857142857143,0,0,0
LUCKY PLUS,2025-11-21,2025-11-30,9,1000,1000,True,++,False,True,True,0.1,14,14,1.0,0,0,0
SAME TO YOU,2025-11-21,2025-12-03,12,1000,1200,True,++,False,False,False,0.2,4,12,0.3333333333333333,0,0,1
SEA DIAMOND,2025-11-21,2026-01-11,51,1000,1200,True,+,False,False,True,0.3,4,12,0.3333333333333333,0,0,1
SUPER MASTERMIND,2025-11-21,2026-01-18,58,1000,1400,False,+,False,False,True,0.4,13,15,0.8666666666666667,0,0,0
YEE CHEONG RAIDER,2025-11-21,2025-12-07,16,1000,1200,True,0,False,False,False,0.6,5,12,0.4166666666666667,0,0,1
NO OTHER CHOICE,2025-11-21,2025-12-27,36,1000,1650,False,0,False,False,False,0.7,10,14,0.7142857142857143,0,0,0
GENERAL SMART,2025-11-21,2025-12-03,12,1000,1000,True,0,False,False,False,0.8,6,12,0.5,0,0,1
ALL EYES ON ME,2025-11-21,2025-11-26,5,1000,1650,False,-,False,False,False,0.9,10,12,0.8333333333333334,0,0,0
FAMILY FORTUNE,2025-11-21,2025-12-10,19,1000,1650,False,-,False,False,False,1.0,1,12,0.08333333333333333,1,1,1
SAGACIOUS LIFE,2025-11-21,2025-11-30,9,1600,1600,True,++,False,True,False,0.14285714285714285,6,14,0.42857142857142855,0,0,1
MONDIAL,2025-11-21,2025-12-03,12,1600,1800,True,+,False,False,True,0.2857142857142857,6,12,0.5,0,0,1
PACKING FIGHTER,2025-11-21,2026-01-11,51,1600,1800,True,+,False,False,True,0.5714285714285714,4,14,0.2857142857142857,0,0,1
PING HAI COMET,2025-11-21,2025-11-26,5,1600,1800,True,+,True,False,True,0.7142857142857143,10,12,0.8333333333333334,0,0,0
ZHOU GONGJIN,2025-11-21,2025-12-23,32,1600,1200,False,-,False,False,True,0.8571428571428571,12,12,1.0,0,0,0
TOP DRAGON,2025-11-25,2025-12-07,12,1200,1400,True,++,False,True,True,0.1111111111111111,2,14,0.14285714285714285,0,1,1
SELF IMPROVEMENT,2025-11-25,2025-12-07,12,1200,1200,True,+,False,False,False,0.2222222222222222,8,12,0.6666666666666666,0,0,0
KA YING ATTACK,2025-11-25,2025-12-07,12,1200,1400,True,++,False,False,True,0.4444444444444444,8,14,0.5714285714285714,0,0,0
WITH A SMILE,2025-11-25,2025-12-07,12,1200,1400,True,+,False,False,True,0.5555555555555556,1,14,0.07142857142857142,1,1,1
GIDDY UP,2025-11-25,2025-12-03,8,1200,1200,True,+,True,False,False,0.6666666666666666,3,12,0.25,0,1,1
ARGENTO OCEAN,2025-11-25,2025-12-10,15,1200,1200,True,0,False,False,False,0.7777777777777778,5,12,0.4166666666666667,0,0,1
MY TRIUMPH,2025-11-25,2026-01-04,40,1200,1200,True,-,False,False,True,0.8888888888888888,9,13,0.6923076923076923,0,0,0
LUCKY TWENTY,2025-11-25,2026-01-07,43,1200,1200,True,-,False,False,False,1.0,12,12,1.0,0,0,0
VIGOR EYE,2025-11-25,2025-12-07,12,1200,1200,True,++,False,True,False,0.1111111111111111,3,12,0.25,0,1,1
POSITIVE SMILE,2025-11-25,2025-12-07,12,1200,1400,True,+,False,False,False,0.2222222222222222,3,14,0.21428571428571427,0,1,1
JUBILANT WINNER,2025-11-25,2025-12-07,12,1200,1400,True,+,False,False,True,0.2222222222222222,10,14,0.7142857142857143,0,0,0
MALPENSA,2025-11-25,2025-12-20,25,1200,1200,True,+,False,False,False,0.4444444444444444,12,12,1.0,0,0,0
WARRIORS DREAM,2025-11-25,2025-12-17,22,1200,1200,True,0,False,False,False,0.5555555555555556,5,12,0.4166666666666667,0,0,1
STORMI,2025-11-25,2025-12-10,15,1200,1650,False,0,False,False,True,0.6666666666666666,8,12,0.6666666666666666,0,0,0
EMBRACE ABERDEEN,2025-11-25,2025-12-07,12,1200,1200,True,0,False,False,False,0.7777777777777778,1,12,0.08333333333333333,1,1,1
YOUNG BRAVO,2025-11-25,2025-12-17,22,1200,1800,False,-,False,False,False,0.8888888888888888,1,12,0.08333333333333333,1,1,1
SKY SONG,2025-11-25,2025-12-03,8,1200,1000,True,-,False,False,False,1.0,2,12,0.16666666666666666,0,1,1
KA YING GLORY,2025-11-25,2025-12-14,19,1200,1400,True,++,False,True,False,0.1111111111111111,11,14,0.7857142857142857,0,0,0
BETTER AND BETTER,2025-11-25,2025-12-07,12,1200,1400,True,+,False,False,False,0.2222222222222222,4,14,0.2857142857142857,0,0,1
STORM RUNNER,2025-11-25,2025-12-03,8,1200,1800,False,+,False,False,True,0.3333333333333333,2,12,0.16666666666666666,0,1,1
FLYING TING LOK,2025-11-25,2025-12-07,12,1200,1400,True,-,False,False,True,0.4444444444444444,14,14,1.0,0,0,0
ACE,2025-11-25,2025-12-20,25,1200,1400,True,0,False,False,False,0.5555555555555556,5,14,0.35714285714285715,0,0,1
QUICK CONTRIBUTION,2025-11-25,2025-12-07,12,1200,1400,True,0,False,False,False,0.6666666666666666,8,14,0.5714285714285714,0,0,0
PERIDOT,2025-11-25,2025-12-17,22,1200,1200,True,0,False,False,False,0.7777777777777778,4,12,0.3333333333333333,0,0,1
PHANTOM CYCLONE,2025-11-25,2025-12-07,12,1200,1650,False,-,False,False,False,0.8888888888888888,3,14,0.21428571428571427,0,1,1
HAILTOTHEVICTORS,2025-11-25,2025-12-07,12,1200,1650,False,-,False,False,False,1.0,2,14,0.14285714285714285,0,1,1
KA YING RESILIENCE,2025-11-25,2025-12-07,12,1200,1200,True,++,False,True,False,0.125,6,12,0.5,0,0,1
SWAGGER BRO,2025-11-25,2025-12-03,8,1200,1200,True,++,False,False,False,0.25,4,12,0.3333333333333333,0,0,1
HAPPY TANGO,2025-11-25,2025-12-03,8,1200,1000,True,+,False,False,True,0.375,12,12,1.0,0,0,0
GO GO GO,2025-11-25,2025-12-07,12,1200,1650,False,+,False,False,False,0.5,6,14,0.42857142857142855,0,0,1
SUPREME FEELING,2025-11-25,2026-01-01,37,1200,1200,True,+,True,False,False,0.75,8,14,0.5714285714285714,0,0,0
COSMO LIGHT,2025-11-25,2025-12-07,12,1200,1650,False,-,False,False,False,0.875,7,14,0.5,0,0,1
GOLDEN FRIENDSHIP,2025-11-25,2025-12-03,8,1050,1000,True,++,False,True,False,0.25,1,12,0.08333333333333333,1,1,1
AKERMANIS GOLD,2025-11-25,2025-12-07,12,1050,1000,True,+,False,False,True,0.5,9,14,0.6428571428571429,0,0,0
WISDOM STAR,2025-11-25,2025-12-20,25,1050,1400,False,-,False,False,True,0.75,12,14,0.8571428571428571,0,0,0
HELENE FEELING,2025-11-27,2025-12-10,13,1200,1800,False,++,False,True,True,0.16666666666666666,1,12,0.08333333333333333,1,1,1
CORLEONE,2025-11-27,2025-12-10,13,1200,1650,False,++,False,False,False,0.3333333333333333,1,12,0.08333333333333333,1,1,1
KEEFY,2025-11-27,2025-12-10,13,1200,1800,False,+,False,False,True,0.5,7,12,0.5833333333333334,0,0,0
SILVERY BREEZE,2025-11-27,2025-12-10,13,1200,1650,False,+,True,False,True,0.6666666666666666,1,12,0.08333333333333333,1,1,1
STAR GLOW,2025-11-27,2025-12-07,10,1200,1400,True,-,False,False,True,1.0,12,14,0.8571428571428571,0,0,0
SUPER LEGENDS,2025-11-27,2025-12-20,23,1200,1200,True,++,False,True,True,0.14285714285714285,7,12,0.5833333333333334,0,0,0
IVY LEAGUE,2025-11-27,2025-12-10,13,1200,1650,False,++,False,False,False,0.42857142857142855,10,12,0.8333333333333334,0,0,0
ATOMIC BEAUTY,2025-11-27,2025-12-07,10,1200,1650,False,0,False,False,True,0.5714285714285714,5,14,0.35714285714285715,0,0,1
ENDUED,2025-11-27,2025-12-14,17,1200,1400,True,+,False,False,False,0.8571428571428571,2,14,0.14285714285714285,0,1,1
MULTIDUTCH,2025-11-27,2025-12-20,23,1200,1600,False,-,False,False,False,1.0,14,14,1.0,0,0,0
GOOD FORTUNE,2025-11-27,2025-12-07,10,1200,1400,True,++,False,True,False,0.125,14,14,1.0,0,0,0
CHILL PARTNERS,2025-11-27,2025-12-27,30,1200,1400,True,+,False,False,True,0.25,5,14,0.35714285714285715,0,0,1
FULL OF LAUGHTER,2025-11-27,2025-12-20,23,1200,1000,True,+,False,False,True,0.5,6,14,0.42857142857142855,0,0,1
KYRUS TREASURE,2025-11-27,2025-12-07,10,1200,1400,True,+,False,False,True,0.625,6,14,0.42857142857142855,0,0,1
HERE COMES PLUTUS,2025-11-27,2026-01-18,52,1200,1200,True,0,False,False,True,0.75,7,14,0.5,0,0,1
TALENTS SUPREMO,2025-11-27,2025-12-10,13,1200,1200,True,-,False,False,False,0.875,7,12,0.5833333333333334,0,0,0
INNO SUPER,2025-11-27,2025-12-20,23,1200,1400,True,-,False,False,False,1.0,11,14,0.7857142857142857,0,0,0
HAPPY SHOOTER,2025-11-27,2025-12-20,23,1050,1200,True,++,False,True,False,0.25,9,12,0.75,0,0,0
NOBLE DELUXE,2025-11-27,2025-12-10,13,1050,1200,True,-,False,False,True,0.75,3,12,0.25,0,1,1
CIRCUIT CHAMPION,2025-11-27,2026-01-18,52,1050,1200,True,-,False,False,False,1.0,2,14,0.14285714285714285,0,1,1
PI LEGEND,2025-11-28,2026-01-01,34,1200,1200,True,++,True,True,False,0.1111111111111111,5,14,0.35714285714285715,0,0,1
HOLMES A COURT,2025-11-28,2025-12-14,16,1200,1200,True,-,False,False,False,0.2222222222222222,13,14,0.9285714285714286,0,0,0
KARMA,2025-11-28,2025-12-14,16,1200,1400,True,++,False,False,False,0.3333333333333333,8,14,0.5714285714285714,0,0,0
GUMMY GUMMY,2025-11-28,2025-12-07,9,1200,1400,True,+,False,False,False,0.4444444444444444,9,14,0.6428571428571429,0,0,0
CLASS,2025-11-28,2026-01-01,34,1200,1400,True,0,False,False,True,0.5555555555555556,12,14,0.8571428571428571,0,0,0
HELENE SUPAFEELING,2025-11-28,2025-12-14,16,1200,1200,True,+,False,False,False,0.6666666666666666,1,14,0.07142857142857142,1,1,1
YOUNG ACHIEVER,2025-11-28,2025-12-07,9,1200,1400,True,-,False,False,False,0.7777777777777778,12,14,0.8571428571428571,0,0,0
GRATIFIDE,2025-11-28,2025-12-07,9,1200,1400,True,-,False,False,False,0.8888888888888888,10,14,0.7142857142857143,0,0,0
MARVEL AND GOLD,2025-11-28,2025-12-10,12,1200,1200,True,++,False,True,True,0.1,8,12,0.6666666666666666,0,0,0
FLYING WROTE,2025-11-28,2025-12-10,12,1200,1200,True,+,False,False,True,0.2,2,12,0.16666666666666666,0,1,1
VICTOR SUPREME,2025-11-28,2026-01-01,34,1200,1200,True,+,False,False,True,0.3,11,14,0.7857142857142857,0,0,0
BIG RETURN,2025-11-28,2025-12-17,19,1200,1200,True,+,False,False,True,0.4,9,12,0.75,0,0,0
MONTA FRUTTA,2025-11-28,2025-12-14,16,1200,1200,True,+,False,False,False,0.5,7,15,0.4666666666666667,0,0,1
VIRTUOUS PHANTOM,2025-11-28,2026-01-04,37,1200,1200,True,+,False,False,False,0.6,9,12,0.75,0,0,0
I EXCELLE,2025-11-28,2025-12-27,29,1200,1200,True,+,False,False,True,0.7,6,14,0.42857142857142855,0,0,1
LUCKY SECRET,2025-11-28,2026-01-04,37,1200,1000,True,-,False,False,True,0.8,12,14,0.8571428571428571,0,0,0
ZEPHYR,2025-11-28,2025-12-14,16,1200,1200,True,-,False,False,False,0.9,12,15,0.8,0,0,0
DECRELOT,2025-11-28,2025-12-20,22,1200,1400,True,++,False,True,True,0.1,4,14,0.2857142857142857,0,0,1
LUCKY MCQUEEN,2025-11-28,2025-12-14,16,1200,1200,True,++,False,False,False,0.2,2,15,0.13333333333333333,0,1,1
THE ALL ROUNDER,2025-11-28,2025-12-07,9,1200,1200,True,+,False,False,False,0.3,11,12,0.9166666666666666,0,0,0
MEEPMEEP,2025-11-28,2025-12-07,9,1200,1650,False,+,False,False,True,0.5,12,14,0.8571428571428571,0,0,0
RED BRICK WARRIOR,2025-11-28,2025-12-14,16,1200,1400,True,+,False,False,True,0.6,10,14,0.7142857142857143,0,0,0
FLYING AMANI,2025-11-28,2025-12-27,29,1200,1200,True,+,False,False,False,0.7,11,14,0.7857142857142857,0,0,0
SUPER PACE,2025-11-28,2025-12-07,9,1200,1650,False,-,False,False,False,0.9,14,14,1.0,0,0,0
IRON LEGION,2025-11-28,2025-12-10,12,1200,1650,False,-,False,False,False,1.0,8,12,0.6666666666666666,0,0,0
MODEST GENTLEMAN,2025-11-28,2025-12-07,9,1050,1200,True,++,True,True,False,0.2,3,12,0.25,0,1,1
SPARKLING FELLOW,2025-11-28,2025-12-07,9,1050,1000,True,++,False,False,False,0.4,5,14,0.35714285714285715,0,0,1
STELLAR EXPRESS,2025-11-28,2025-12-07,9,1050,1000,True,+,True,False,True,0.6,1,14,0.07142857142857142,1,1,1
BEAUTY THUNDER,2025-11-28,2025-12-10,12,1050,1000,True,-,False,False,False,0.8,2,12,0.16666666666666666,0,1,1
FLYING CHRISTIE,2025-11-28,2025-12-07,9,1050,1200,True,-,False,False,True,1.0,11,12,0.9166666666666666,0,0,0
GUSTOSISIMO,2025-12-01,2025-12-14,13,1200,1400,True,++,False,True,True,0.1111111111111111,7,14,0.5,0,0,1
HEALTHY HAPPY,2025-12-01,2025-12-14,13,1200,1400,True,+,False,False,True,0.2222222222222222,6,14,0.42857142857142855,0,0,1
CIRCUIT GRAND SLAM,2025-12-01,2025-12-14,13,1200,1200,True,++,False,False,True,0.3333333333333333,3,14,0.21428571428571427,0,1,1
MASTEROFMYUNIVERSE,2025-12-01,2025-12-20,19,1200,1200,True,+,False,False,True,0.4444444444444444,6,12,0.5,0,0,1
POWER KOEPP,2025-12-01,2025-12-10,9,1200,1200,True,0,False,False,False,0.5555555555555556,7,12,0.5833333333333334,0,0,0
